ementa;assunto_agrupado
processual falta de consenso no entedimento uniformização de procedimentos pela aprovação os critérios definidos para uniformização dos procedimentos criação emissão e disponibilização quanto s informações constantes nas certidões emitidas pelo tce pi para fins de contratação de operações de crédito no sentido de que eventuais ressalvas somente poderão ser destacadas após o contraditório devendo o relator das contas respectivas monocraticamente decidir conclusivamente sobre quais índices constarão da decisão seja acolhendo os cálculos feitos pela unidade técnica seja acolhendo as justificativas do gestor sobre os cálculos decisão unânime;PROCESSUAL
pessoal isonomia salarial aumento de vencimentos de servidores públicos iniciativa legislativa do chefe do executivo ausência de competência do tribunal de contas o tribunal de contas do estado do piauí no exercício do controle externo não tem competência para influenciar a iniciativa legislativa do chefe do executivo para aumentar vencimentos de servidores públicos sob o fundamento de isonomia nos termos dos arts 37 x art 37 xiii e art 61 1 ii a e c da constituição de 1988 c c art 75 2 ii a e b da constituição do estado do piauí e súmula vinculante 37 do stf em conformidade e pelos fundamentos expostos no voto do relator peça n 19;PROCESSUAL
ementa : incidente processual fundo de previdência social desbloqueio de recursos aplicação dos princípios da razoabilidade e proporcionalidade considerando que as verbas bloqueadas têm natureza alimentar e que o tesouro municipal não tem condições imediatas de assumir a responsabilidade do pagamento dos proventos dos servidores municipais inativos reconhece se a pertinência do pedido do gestor;PROCESSUAL
denuncia incompetência natureza federal 1 natureza exclusivamente federal cuja competência primária de tutela e fiscalização é do órgão concedente em paralelo aos órgãos de controle controladoria geral da união e tribunal de contas da união;PROCESSUAL
consulta regimento interno do tribunal de contas caso concreto impossibilidade o tribunal não conhecerá de consulta formulada em desacordo com as disposições do artigo anterior ou que verse apenas sobre caso concreto sendo liminarmente arquivada a consulta que versar sobre dúvida quanto interpretação e aplicação da legislação em caso concreto obriga ao consulente demonstrar e fundamentar o relevante interesse público da matéria e somente será recebida mediante decisão fundamentada do relator sendo que a decisão proferida pelo tribunal será sempre em tese;PROCESSUAL
pedido de revisão contas de governo decisão normativa do tribunal de contas do estado não cabimento não é cabível pedido de revisão em face de parecer prévio emitido pelo tce pi quando da análise de contas de governo do chefe do executivo conforme o disposto na decisão normativa n 25 2015 no art 157 lei orgânica tce pi e no art 440 regimento interno do tce;PROCESSUAL
embargos de declaração contradição inexistência para o cabimento dos embargos de declaração em razão de contradição é necessário que as proposições contrárias ou contraditórias se encontrem no bojo da decisão a ser embargada os embargos de declaração somente são cabíveis para sanar contradição verificada na própria decisão recorrida e não entre decisões distintas;PROCESSUAL
agravo regimental insuficiência de documentos requisito de caráter subjetivo dos três requisitos presentes no art 440 do ri tce pi para o recebimento do pedido de revisão a insuficiência de documentos na qual se tenha fundado a decisão recorrida é hoje o que apresenta um caráter mais subjetivo antes era muito comum nesta corte de contas a defesa se utilizar do requisito da superveniência de documentos novos no entanto o tribunal de forma objetiva já firmou entendimento e definiu as balizas para que se chegue a uma conclusão acerca de uma eventual documentação apresentada nos autos se esta se caracteriza como documentos novos ou não por outro lado no presente caso estamos diante da alegação de insuficiência de documentos em que se tenha fundado a decisão recorrida que diferentemente se mostra como um requisito de caráter bastante subjetivo;PROCESSUAL
processual tributação irregularidade 1 afronta a lei complementar n 101 2000 lrf em seu art 11 parágrafo único que estabelece vedações ao ente que se omite quanto efetiva arrecadação dos impostos de sua competência constitucional na qual se inclui a irrf conforme art 158 i da constituição federal 88;PROCESSUAL
recurso de reconsideração tempestivo conhecimento argumentos insuficientes para exclusão ou redução da multa aplicada não provimento manutenção da multa os fatos e argumentos elencados pelo recorrente não acrescentam qualquer novidade ao que já foi apreciado e decidido verifica se que o recurso não merece provimento devendo ser mantida integralmente a decisão inicial inclusive o valor da multa que foi mínima frente s graves irregularidades praticadas pelo gestor;PROCESSUAL
processual não atendimento dos requisitos do pedido de revisão não conhecimento os documentos apresentados no pedido de revisão não podem ser considerados novos pois o recorrente não justificou a ausência desses documentos no processo principal tendo em vista que tinha como fazer uso deles em relação aos outros argumentos apresentados não há razão para serem rediscutidos tendo em vista sua análise no processo principal não se prestando a revisão para discutir a justiça da decisão bem como a rediscussão de prova;PROCESSUAL
processual não atendimento dos requisitos do pedido de revisão não conhecimento os documentos apresentados no pedido de revisão não podem ser considerados novos pois o recorrente não justificou a ausência desses documentos no processo principal tendo em vista que tinha como fazer uso deles em relação aos outros argumentos apresentados não há razão para serem rediscutidos tendo em vista sua análise no processo principal não se prestando a revisão para discutir a justiça da decisão bem como a rediscussão de prova;PROCESSUAL
