arquivo;ano_mes;sumario;ementa;informacoes;area_tematica;decisao_tipo;decisao_numero;decisao_ano;assunto_agrupado;rank;prioridade
Boletim de Jurisprudência TCE-PI - Dezembro-19.docx;2019-12;Prestação de Contas. Procedimento Irregular no uso de verba indenizatória da Câmara Municipal de Teresina.;"PRESTAÇÃO DE CONTAS DA CÂMARA MUNICIPAL DE TERESINA. EXERCÍCIO 2017. PROCEDIMENTO IRREGULAR NO USO DE VERBA INDENIZATÓRIA. AUSÊNCIA DE PARECER DO CONTROLE INTERNO NOS PROCESSOS DE EXECUÇÃO DA DESPESA. NÃO CADASTRAMENTO DE PROCEDIMENTOS DE INEXIGIBILIDADE E DISPENSA DE LICITAÇÃO NO SISTEMA LICITAÇÕES WEB.
1. A Resolução Normativa nº 062/2013, dispõe sobre a normatização da verba indenizatória no âmbito da Câmara Municipal de Teresina. Não atendimento ao Principio da Obrigatoriedade de Licitar. 
2. A Resolução Normativa nº 57/2012 a qual revisou/ atualizou a Resolução nº 13, de 23/12/2008, que trata do Regimento Interno da Câmara Municipal de Teresina, em seu art. 239 elenca as atribuições da Controladoria Geral da Câmara. Em seu inciso VII, determinou como uma de suas finalidades a de examinar a execução da despesa, bem como as operações de créditos, verificando os depósitos de caução e licença, os direitos e haveres da Câmara Municipal.
3. De acordo com a Resolução 27/2016, o jurisdicionado deve proceder obrigatoriamente ao cadastro dos procedimentos administrativos de dispensa e inexigibilidade no Sistema Licitações WEB. ";(Prestação de Contas. Processo  – Relator: Consª. Lilian de Almeida Veloso Nunes Martins. Plenário. Decisão Unânime. Acórdão nº 2037/19 publicado no 9);PRESTACAO DE CONTAS;acordao;2037;2019.0;PRESTACAO DE CONTAS;5;4
Boletim de Jurisprudência TCE-PI - junho - 19.docx;2019-06;Prestação de Contas. Descumprimento da Resolução do TCE. Reforma administrativa. Ausência de planejamento.;"PRESTAÇÃO DE CONTAS. DES - CUMPRIMENTO DA RESOLUÇÃO DO TCE/ PI Nº 33/2012. FALHAS ATINENTES AOS INSTRUMENTOS DE PLANEJAMENTO. FALHAS ATINENTES À REFORMA ADMINISTRATIVA. FALHAS REFERENTES AOS DEMONSTRATIVOS DA LEI DE RESPONSABILIDADE FISCAL. FALHAS REFERENTES ÀS DEMONSTRAÇÕES CONTÁBEIS APLICADAS AO SETOR PÚBLICO. APROVAÇÃO COM RESSALVAS.
1. Diante da constatação da falha referente à criação de órgãos com atribuições equivalentes na estrutura administrativa já existente, recomenda-se que sejam tomadas providências no sentido de extinguir os órgãos públicos criados posteriormente, primando, assim, pelo princípio da eficiência/economicidade (art. 37, caput, c/c art. 70, caput, ambos da CF/88, junta - mente com o art. 2º da Lei nº 9.784/99); 
2. A devolução de recursos de convênios caracteriza falha no planejamento aliada à insuficiência de desempenho da administração pública. Assim, recomenda-se que haja um melhor planejamento na Administração Estadual no sentido de que sejam aplicados os recursos oriundos dos convênios firmados, evitando, assim, possíveis falhas no controle interno; 
3. Constatada baixa aplicação em investimentos nas funções segurança, saúde e educação, recomenda-se priorização em tais investimentos, tendo em vista que tais pastas gerenciam recursos e executam atividades relacionadas aos direitos de primeira necessidade da população.";(Prestação de Contas. Processo  – Relatora: Consª. Waltânia Maria Nogueira de Sousa Leal Alvarenga. Plenário. Decisão por maioria. Parecer Prévio nº 058-A/2019 publicado no );PRESTACAO DE CONTAS;parecer;058-A;2019.0;PRESTACAO DE CONTAS;5;4
Boletim de Jurisprudência TCE-PI - agosto 2020.docx;2020-08;Prestação de Contas. Atraso no envio dos documentos obrigatórios da Prestação de Contas.;"REPRESENTAÇÃO. PENDÊNCIAS NAS PRESTAÇÕES DE CONTAS. ENVIOPOSTERIOR DA DOCUMENTAÇÃO. OCORRÊNCIA SANADA.
Embora a situação tenha se regularizado, entende-se que a apresentação da documentação exigida, após findo o prazo estabelecido para o reenvio, não exclui a irregularidade verificada, havendo afronta ao art. 70, parágrafo único, da Constituição Federal/88. 
Entende-se, ainda, pela aplicação de multa ao gestor, uma vez que este ainda não foi multado pelo atraso na entrega da prestação de contas, conforme informação da DACD.";(Representação. Processo  – Relator: Cons. Joaquim Kennedy Nogueira Barros. Segunda Câmara. Decisão Unânime. Acórdão nº 955/20 publicado no );PRESTACAO DE CONTAS;acordao;955;2020.0;PRESTACAO DE CONTAS;5;4
Boletim de Jurisprudência TCE-PI - agosto 2020.docx;2020-08;Prestação de Contas. Não envio dos documentos obrigatórios da Prestação de Contas.;"REPRESENTAÇÃO CUMULADA COM PEDIDO DE MEDIDA CAUTELAR “INAUDITA ALTERA PARS” PELAS PENDÊNCIAS CONSTATADAS NAS PRESTAÇÕES DE CONTAS RELATIVAS AO MÊS DE JUNHO DE 2019. 
1. Compete ao gestor comprovar a boa e regular aplicação dos recursos públicos, consoante disposição do art. 70, parágrafo único, da CRFB/1988 e art. 93 do Decreto-lei n.200/67. A ausência de peças ou não envio de dados no prazo determinado nos normativos caracteriza vício, sujeitando o gestor às sanções legais decorrentes da falha. ";(Representação. Processo  – Relator: Cons. Luciano Nunes Santos. Primeira Câmara. Decisão Unânime. Acórdão nº 1.094/20 publicado no );PRESTACAO DE CONTAS;acordao;1094;2020.0;PRESTACAO DE CONTAS;5;4
Boletim de Jurisprudência TCE-PI - agosto 2020.docx;2020-08;Prestação de Contas. Não envio dos documentos obrigatórios da Prestação de Contas.;"INSPEÇÃO EXTRAORDINÁRIA. NÃO ENVIO DAS PRESTAÇÕES DE CONTAS REFERENTES AOS MESES DE JANEIRO E FEVEREIRO DE 2017.
O dever de prestar contas é decorrência natural do encargo de gerir bens e interesses alheios. No caso do administrador público, esse dever é ainda mais rígido, porque a gestão se refere aos bens e interesses da coletividade. Desse modo, o dever de prestar contas é norma elementar de conduta de quem quer que se utilize dos recursos públicos, constituindo-se em um dever constitucional a ser cumprido por quem venha a gerir tais recursos. ";(Inspeção. Processo  – Relator: Cons. Subst. Alisson Felipe de Araújo. Plenário. Decisão Unânime. Acórdão nº 933/20 publicado no );PRESTACAO DE CONTAS;acordao;933;2020.0;PRESTACAO DE CONTAS;5;4
Boletim de Jurisprudência TCE-PI - agosto 2020.docx;2020-08;Prestação de Contas. Atraso no envio dos documentos obrigatórios da Prestação de Contas.;"ANÁLISE DAS PRESTAÇÕES DE CONTAS DOS MESES DE JANEIRO E FEVEREIRO DE 2017.
1. A resolução prevê um prazo de 10 dias para que haja o reenvio de peças após a rejeição de arquivo anteriormente enviado (art. 56 da resolução 27/2016).
2. Quanto às peças ausentes nas prestações de contas físicas, mesmo o gestor tendo encaminhado a referida documentação em sede de defesa, restou o descumprimento ao art. 57 da Resolução TCE-PI nº 27/2016, o qual dispõe que o Município deverá manter disponível toda a documentação pertinente às prestações de contas na sede da Prefeitura, ficando à disposição inclusive do Tribunal de Contas.";(Inspeção. Processo  – Relatora: Consª. Lilian de Almeida Veloso Nunes Martins. Plenário. Decisão Unânime. Acórdão nº 1.373/20 publicado no );PRESTACAO DE CONTAS;acordao;1373;2020.0;PRESTACAO DE CONTAS;5;4
Boletim de Jurisprudência TCE-PI - janeiro 2020.docx;2020-01;Prestação de Contas. Irregularidade no aumento de subsídio de vereadores.;"DESPESA. GASTO COM SUBSÍDIO DE VEREADORES. IRREGULARIDADE.
1. O aumento aleatório de valores a cada exercício, sob a pretensa obediência ao valor máximo fixado em Lei, constitui burla ao art. 29, inciso VI, da Constituição Federal. ";(Prestação de Contas. Processo  – Relator: Cons. Subst. Jaylson Fabianh Lopes Campelo. Primeira Câmara. Decisão Unânime. Acórdão nº 2.174/19 publicado no );PRESTACAO DE CONTAS;acordao;2174;2019.0;PRESTACAO DE CONTAS;5;4
Boletim de Jurisprudência TCE-PI - julho 2020 FINAL.docx;2020-07;Prestação de Contas. Atraso no envio de documentos da prestação de contas mensal. Violação ao dever de prestar contas previstas na Constituição Federal.;"PREFEITURA MUNICIPAL. ATRASO NO ENVIO DE DOCUMENTOS DA PRESTAÇÃO DE CONTAS MENSAL.
Em que pese a situação do Poder Executivo Municipal tenha se regularizado, ocorreu grave afronta ao comando constitucional (art. 70, parágrafo único, CF/88) que impõe o dever de prestar contas na forma e no prazo devido, assim como o que confere prerrogativas às Cortes de Contas para examinar mediante fiscalização o gasto de recursos públicos (art. 33 IV, da CE/89 e Res. TCE nº 905/2009). ";(Representação. Processo 9 – Relatora: Consª. Waltânia Maria Nogueira de Sousa Leal Alvarenga. Segunda Câmara. Decisão Unânime. Acórdão nº 765/20 publicado no );PRESTACAO DE CONTAS;acordao;765;2020.0;PRESTACAO DE CONTAS;5;4
Boletim de Jurisprudência TCE-PI - Setembro 2020.docx;2020-09;Prestação de Contas. Atraso no envio das peças exigidas pela Resolução do TCE nº 27/2016. Divergência entre os valores referentes entre o sistema SAGREs Contábil e os valores apurados pela análise técnica.;"PRESTAÇÃO DE CONTAS. AUSÊNCIA E INGRESSO EXTEMPORÂNEO de peças exigidas pela Resolução TCE nº 27/2016. Divergência entre os valores referentes entre o sistema SAGREs Contábil e os valores apurados pela análise técnica. FUNDO ESPECIAL. Recolhimentos de obrigações do FUNDEB com recursos próprios do município. APROVAÇÃO COM RESSALVAS. 
O art. 70, § único da Constituição Federal, impõe o dever de prestar contas na forma e no prazo devido, assim como o art. 33, IV da Constituição Estadual e Resolução TCE/PI nº 27/2016, conferem prerrogativas às Cortes de Contas para examinar mediante fiscalização o gasto de recursos públicos; 
Conforme p art. 5º da Resolução TCE/PI nº 27/2016 “ Os dados eletrônicos deverão apresentar-se em inteira conformidade com as informações dos documentos físicos que integram a prestação de contas, que permanecerá na sede dos jurisdicionados e na sede da Câmara Municipal.”; 
As proposições do Ministério da Educação acerca do gerenciamento dos recursos do FUNDEB dispõem que a conta bancária é destinada a receber somente recursos do FUNDEB e não outros recursos, mesmo que próprios, além disso, o empenhamento da despesa deve estar atrelado à fonte de recurso pagadora e, consequentemente, à sua disponibilidade de caixa, a fim de evitar distorções na apuração dos dados do FUNDEB.";(Prestação de Contas. Processo  – Relator: Cons. Kleber Dantas Eulálio. Primeira Câmara. Decisão Unânime. Parecer Prévio nº 043/2020 publicado no );PRESTACAO DE CONTAS;parecer;43;2020.0;PRESTACAO DE CONTAS;5;4
Boletim de Jurisprudência TCE-PI - Setembro 2020.docx;2020-09;Prestação de Contas. Atraso no envio das prestações de contas relativas ao exercício financeiro de 2018.;"REPRESENTAÇÃO. PENDÊNCIAS NAS PRESTAÇÕES DE CONTAS RELATIVAS AO EXERCÍCIO FINANCEIRO DE 2018. 
O dever de prestar contas é decorrência natural do encargo de gerir bens e interesses alheios. No caso do administrador público, esse dever é ainda mais rígido, porque a gestão se refere aos bens e interesses da coletividade. Desse modo, o dever de prestar contas é norma elementar de conduta de quem quer que se utilize dos recursos públicos, constituindo-se em um dever constitucional a ser cumprido por quem venha a gerir tais recursos. ";(Representação. Processo  – Relator: Cons. Subst. Alisson Felipe de Araújo. Segunda Câmara. Decisão Unânime. Acórdão nº 739/20 publicado no );PRESTACAO DE CONTAS;acordao;739;2020.0;PRESTACAO DE CONTAS;5;4
Boletim de Jurisprudência TCE-PI - Setembro 2020.docx;2020-09;Prestação de Contas. Atraso no envio das prestações de contas relativas ao exercício financeiro de 2019.;"REPRESENTAÇÃO. PENDÊNCIAS NAS PRESTAÇÕES DE CONTAS RELATIVAS AO EXERCÍCIO FINANCEIRO DE 2018, INFORMADAS NO MEMORANDO N.º 312/2019 – DFAM. 
O dever de prestar contas é decorrência natural do encargo de gerir bens e interesses alheios. No caso do administrador público, esse dever é ainda mais rígido, porque a gestão se refere aos bens e interesses da coletividade. Desse modo, o dever de prestar contas é norma elementar de conduta de quem quer que se utilize dos recursos públicos, constituindo-se em um dever constitucional a ser cumprido por quem venha a gerir tais recursos. ";(Representação. Processo  – Relator: Cons. Subst. Alisson Felipe de Araújo. Segunda Câmara. Decisão Unânime. Acórdão nº 740/20 publicado no );PRESTACAO DE CONTAS;acordao;740;2020.0;PRESTACAO DE CONTAS;5;4
Boletim de Jurisprudência TCE-PI - agosto 2020.docx;2020-08;Prestação de Contas. Atraso no envio dos documentos obrigatórios da Prestação de Contas.;"INSPEÇÃO EXTRAORDINÁRIA. VERIFICAÇÃO DAS PRESTAÇÕES DE CONTAS MUNICIPAIS DOS MESES DE JANEIRO E FEVEREIRO DE 2017, BEM COMO DA AUSÊNCIA DE TENTATIVA DE ENVIO DAS REFERIDAS PRESTAÇÕES DE CONTAS A ESTA CORTE. 
No caso em exame, a materialidade do ilícito administrativo está amplamente demonstrada na ocorrência do atraso no envio de documentos obrigatórios na Prestação de Contas da Prefeitura Municipal de Itaueira, referente aos meses de janeiro e fevereiro de 2017 e na sonegação da documentação à equipe de fiscalização durante inspeção in loco. ";(Inspeção. Processo  – Relator: Cons. Subst. Alisson Felipe de Araújo. Plenário. Decisão Unânime. Acórdão nº 1.054/20 publicado no );PRESTACAO DE CONTAS;acordao;1054;2020.0;PRESTACAO DE CONTAS;5;4
Boletim de Jurisprudência TCE-PI - Setembro 2020.docx;2020-09;Prestação de Contas. Atraso no envio das peças exigidas pela Resolução do TCE nº 27/2016.;"MEDIDA CAUTELAR. CÂMARA MUNICIPAL DE AVELINO LOPES – PI (EXERCÍCIO 2019). PENDÊNCIAS EM DOCUMENTAÇÕES QUE COMPÕE A PRESTAÇÃO DE CONTAS DO EXERCÍCIO FINANCEIRO 2019, NOS TERMOS DA RESOLUÇÃO Nº 27/2019. 
1 - O artigo 70 da Constituição Federal, no seu parágrafo único, estabelece que prestará contas qualquer pessoa física ou jurídica, pública ou privada, que utilize, guarde, arrecade, gerencie ou administre dinheiros, bens e valores públicos ou pelos quais a União responda, ou que, em nome desta, assuma obrigações de natureza pecuniária. O dever de prestar contas no prazo legal é elementar na conduta de quem quer que se utilize dos recursos públicos. O não cumprimento desse dever pode configurar ato de improbidade administrativa que atenta contra os princípios da Administração Pública. ";(Representação. Processo  – Relatora: Consª. Lilian de Almeida Veloso Nunes Martins. Segunda Câmara. Decisão Unânime. Acórdão nº 1.401/2020 publicado no );PRESTACAO DE CONTAS;acordao;1401;2020.0;PRESTACAO DE CONTAS;5;4
Boletim de Jurisprudência TCE-PI - Setembro 2020.docx;2020-09;Prestação de Contas. Atraso no envio das prestações de contas relativas ao exercício financeiro de 2018 e 2019.;"REPRESENTAÇÃO. PENDÊNCIAS NAS PRESTAÇÕES DE CONTAS RELATIVAS AOS EXERCÍCIOS FINANCEIROS DE 2018 E 2019, INFORMADAS NO MEMORANDO N.º 312/2019 – DFAM. 
No caso em exame, a materialidade do ilícito administrativo está amplamente demonstrada na ocorrência do atraso no envio de documentos obrigatórios na Prestação de Contas da Prefeitura Municipal de Curralinhos, referente ao exercício 2018 e 2019. 
A autoria encontra-se demonstrada, uma vez que compete ao representado demonstrar a boa e regular aplicação dos recursos públicos dentro do prazo estabelecido pelo ordenamento jurídico, possuindo o ônus da prova perante este Tribunal de Contas. ";(Representação. Processo  – Relator: Cons. Subst. Alisson Felipe de Araújo. Segunda Câmara. Decisão Unânime. Acórdão nº 922/20 publicado no );PRESTACAO DE CONTAS;acordao;922;2020.0;PRESTACAO DE CONTAS;5;4
